key,school,lat,lng,校名全銜,等級別,縣市名稱,公/私立,原區,是否重點學校,地址,全校班級數,全校學生數,原住民籍學生總數,主要/次要民族（30%以上）                     ,主要民族學生總數,次要民族學生總數,阿美族,泰雅族,排灣族,布農族,卑南族,魯凱族,鄒族,賽夏族,雅美族,邵族,噶瑪蘭族,太魯閣族,撒奇萊雅族,賽德克族,拉阿魯哇族,卡那卡那富族,尚未申報族籍
309,縣立玉里國中,23.3353266,121.3129105,花蓮縣立玉里國民中學,國中,花蓮縣,公立,是,是,[981]花蓮縣玉里鎮民族街30號,24,582,248,布農族/阿美族,115,114,114,3,3,115,1,0,0,0,0,0,0,10,0,2,0,0,0
310,縣立三民國中,23.4329976,121.3496957,花蓮縣立三民國民中學,國中,花蓮縣,公立,是,是,[981]花蓮縣玉里鎮三民里151號,6,102,84,布農族,33,0,20,0,0,33,0,0,0,0,0,0,0,13,0,18,0,0,0
311,縣立富北國中,23.2246835,121.2798008,花蓮縣立富北國民中學,國中,花蓮縣,公立,是,是,[983]花蓮縣富里鄉新興村一鄰8號,6,99,37,布農族/阿美族,23,14,14,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
312,國立仁愛高農,24.0219329,121.132668,國立仁愛高級農業職業學校,高級中等學校,南投縣,公立,是,是,[546]南投縣仁愛鄉大同村山農巷27號,18,347,140,布農族/賽德克族,60,47,2,27,1,60,0,0,0,0,1,1,0,1,0,47,0,0,0
313,埔里高工,23.9782159,120.9865383,國立埔里高級工業職業學校,高級中等學校,南投縣,公立,否,是,[545]南投縣埔里鎮中山路1段435號,39,1060,106,布農族/賽德克族,36,34,2,31,0,36,0,0,0,1,0,1,0,1,0,34,0,0,0
314,國立關山工商,23.0474501,121.1591946,國立關山高級工商職業學校,高級中等學校,臺東縣,公立,是,是,[956]臺東縣關山鎮民權路58號,21,317,170,布農族/阿美族,88,59,59,1,13,88,6,3,0,0,0,0,0,0,0,0,0,0,0
315,南王國小,22.7893263,121.1138301,臺東縣臺東市南王Puyuma花環實驗小學,國小,臺東縣,公立,是,是,[950]臺東縣臺東市南王里更生北路726號,6,74,57,卑南族,36,0,12,1,3,3,36,0,1,0,0,0,0,1,0,0,0,0,0
316,知本國小,22.706367,121.0544204,臺東縣臺東市知本國民小學,國小,臺東縣,公立,是,是,[950]臺東縣臺東市知本路三段107號,12,195,92,卑南族,51,0,25,2,10,4,51,0,0,0,0,0,0,0,0,0,0,0,0
317,建和國小,22.7154201,121.0485648,臺東縣臺東市建和國民小學,國小,臺東縣,公立,是,是,[950]臺東縣臺東市青海路三段640號,6,84,54,卑南族,39,0,9,1,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0
318,賓朗國小,22.8079094,121.0927616,臺東縣濱南鄉賓朗國民小學,國小,臺東縣,公立,是,是,[954]臺東縣卑南鄉賓朗村474巷2號,7,68,39,卑南族,19,0,11,1,5,0,19,2,0,0,0,0,1,0,0,0,0,0,0
319,利嘉國小,22.776558,121.062103,臺東縣卑南鄉利嘉國民小學,國小,臺東縣,公立,是,是,[954]臺東縣卑南鄉利嘉村利嘉路666號,6,42,36,卑南族,30,0,4,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0
320,太平國小,22.7911704,121.0763256,臺東縣卑南鄉太平國民小學,國小,臺東縣,公立,是,是,[954]臺東縣卑南鄉泰安村6號,8,140,104,卑南族,47,0,22,3,14,7,47,10,0,0,1,0,0,0,0,0,0,0,0
321,縣立知本國中,22.7154201,121.0485648,臺東縣立知本國民中學,國中,臺東縣,公立,是,是,[950]臺東縣臺東市青海路三段680號,11,217,97,卑南族,45,0,24,1,7,10,45,6,0,0,3,0,0,0,0,0,0,0,1
322,縣立初鹿國中,22.8493889,121.0921366,臺東縣立初鹿國民中學,國中,臺東縣,公立,是,是,[954]臺東縣卑南鄉明峰村忠孝路2號,6,93,42,卑南族,24,0,11,4,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0
323,市立茂林國小,22.8860015,120.6644768,高雄市茂林區茂林國民小學,國小,高雄市,公立,是,是,[851]高雄市茂林區茂林里4之3號,6,42,41,魯凱族,33,0,1,0,3,2,0,33,0,0,1,0,0,1,0,0,0,0,0
324,市立多納國小,22.9100499,120.7161216,高雄市茂林區多納國民小學,國小,高雄市,公立,是,是,[851]高雄市茂林區多納里1-2號,6,23,22,魯凱族,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
325,縣立青葉國小,22.8380755,120.6392923,屏東縣三地門鄉青葉國民小學,國小,屏東縣,公立,是,是,[901]屏東縣三地門鄉青葉村光復巷1之2號,6,46,37,魯凱族,31,0,2,0,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0
326,霧臺國小,22.7447772,120.7319103,屏東縣霧臺鄉霧臺國民小學,國小,屏東縣,公立,是,是,[902]屏東縣霧臺鄉霧臺村中山巷45號,12,87,86,魯凱族,78,0,0,0,4,3,0,78,1,0,0,0,0,0,0,0,0,0,0
327,大南國小,22.7641509,121.0433657,臺東縣卑南鄉達魯瑪克民族實驗小學,國小,臺東縣,公立,是,是,[954]臺東縣卑南鄉東興村東園一街40號,6,65,65,魯凱族,52,0,5,1,4,1,2,52,0,0,0,0,0,0,0,0,0,0,0
328,市立茂林國中,22.8849452,120.6639377,高雄市立茂林國民中學,國中,高雄市,公立,是,是,[851]高雄市茂林區茂林里4之5號,3,26,26,魯凱族,23,0,0,0,2,0,0,23,0,0,1,0,0,0,0,0,0,0,0
329,達邦國小,23.453213,120.7491689,嘉義縣阿里山鄉達邦國民小學,國小,嘉義縣,公立,是,是,[605]嘉義縣阿里山鄉達邦村一鄰1號,11,47,46,鄒族,46,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
330,十字國小,23.4948044,120.7411932,嘉義縣阿里山鄉十字國民小學,國小,嘉義縣,公立,是,是,[605]嘉義縣阿里山鄉十字村16號,4,13,7,鄒族,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
331,來吉國小,23.5297608,120.7398067,嘉義縣阿里山鄉來吉國民小學,國小,嘉義縣,公立,是,是,[605]嘉義縣阿里山鄉來吉村四鄰91號,4,21,17,鄒族,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
332,山美國小,23.3838773,120.6681625,嘉義縣阿里山鄉山美國民小學,國小,嘉義縣,公立,是,是,[605]嘉義縣阿里山鄉山美村61號,6,35,33,鄒族,33,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
333,新美國小,23.3372235,120.6832157,嘉義縣阿里山鄉新美國民小學,國小,嘉義縣,公立,是,是,[605]嘉義縣阿里山鄉新美村四鄰78號,6,25,21,鄒族,19,0,0,0,0,2,0,0,19,0,0,0,0,0,0,0,0,0,0
334,茶山國小,23.300178,120.666564,嘉義縣阿里山鄉茶山國民小學,國小,嘉義縣,公立,是,是,[605]嘉義縣阿里山鄉茶山村三鄰74號,4,19,14,鄒族,10,0,0,1,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0
335,阿里山國中小,23.4717933,120.7055706,嘉義阿里山國民中小學,國中小,嘉義縣,公立,是,是,[605]嘉義縣阿里山鄉樂野村1鄰31號,9,138,92,鄒族,89,0,1,1,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0
336,東河國小,24.6002778,121.0402778,苗栗縣南庄鄉東河國民小學,國小,苗栗縣,公立,是,是,[353]苗栗縣南庄鄉東河村三鄰132號,6,43,37,賽夏族,27,0,1,9,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
337,蓬萊國小,24.5431916,120.9707793,苗栗縣南庄鄉蓬萊國民小學,國小,苗栗縣,公立,是,是,[353]苗栗縣南庄鄉蓬萊村19鄰118號,6,34,22,賽夏族,22,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
338,縣立永興國小,24.5735173,120.9364116,苗栗縣獅潭鄉永興國民小學,國小,苗栗縣,公立,是,是,[354]苗栗縣獅潭鄉永興村6鄰55-1號,6,20,7,賽夏族,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
339,縣立南庄國中,24.6045566,121.0008663,苗栗縣南庄鄉南庄國民小學,國中,苗栗縣,公立,是,是,[353]苗栗縣南庄鄉東村中正路165號,8,182,95,賽夏族,71,0,0,23,0,1,0,0,0,71,0,0,0,0,0,0,0,0,0
340,蘭嶼國小,22.0250514,121.5542323,臺東縣蘭嶼鄉蘭嶼國民小學,國小,臺東縣,公立,是,是,[952]臺東縣蘭嶼鄉紅頭村1之1號,6,26,24,雅美族,24,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
341,椰油國小,22.0488875,121.5113652,臺東縣蘭嶼鄉椰油國民小學,國小,臺東縣,公立,是,是,[952]臺東縣蘭嶼鄉椰油村忠孝街1號,6,70,69,雅美族,69,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0
342,東清國小,22.0567659,121.5647201,臺東縣蘭嶼鄉東清國民小學,國小,臺東縣,公立,是,是,[952]臺東縣蘭嶼鄉東清村1號,6,43,43,雅美族,43,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0
343,朗島國小,22.0800137,121.527901,臺東縣蘭嶼鄉朗島國民小學,國小,臺東縣,公立,是,是,[952]臺東縣蘭嶼鄉朗島村17號,6,31,30,雅美族,29,0,0,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0
344,蘭嶼高中,22.0488875,121.5113652,臺東蘭嶼高級中學,完全中學,臺東縣,公立,是,是,[952]臺東縣蘭嶼鄉椰油村37號,9,151,150,雅美族,146,0,1,1,0,0,0,0,0,0,146,0,0,0,0,0,0,0,2
345,德化國小,23.8485721,120.9354304,南投縣魚池鄉德化國民小學,國小,南投縣,公立,是,是,[555]南投縣魚池鄉日月村中正路211巷1號,6,36,11,邵族,10,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
346,新社國小,23.6521219,121.5355246,花蓮縣豐濱鄉新社國民小學,國小,花蓮縣,公立,是,是,[977]花蓮縣豐濱鄉新社村150號,6,26,24,噶瑪蘭族,11,0,7,0,0,4,0,1,0,0,0,0,11,1,0,0,0,0,0
347,縣立新城國小,24.1273921,121.6509438,花蓮縣新城鄉新城國民小學,國小,花蓮縣,公立,是,是,[971]花蓮縣新城鄉新城村博愛路30號,13,229,177,太魯閣族,140,0,20,9,0,4,1,0,0,0,0,0,3,140,0,0,0,0,0
348,縣立康樂國小,24.0525588,121.6078012,花蓮縣新城鄉康樂國民小學,國小,花蓮縣,公立,是,是,[971]花蓮縣新城鄉康樂村康樂一街38號,6,71,47,太魯閣族/阿美族,22,21,21,3,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0
349,縣立北林國小,23.771607,121.468201,花蓮縣鳳林鎮北林國民小學,國小,花蓮縣,公立,是,是,[975]花蓮縣鳳林鎮北林里平園路32號,6,20,8,太魯閣族,5,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
350,縣立長橋國小,23.7094652,121.4195202,花蓮縣鳳林鎮長橋國民小學,國小,花蓮縣,公立,是,是,[975]花蓮縣鳳林鎮長橋里長橋路2號,6,37,22,太魯閣族,15,0,5,0,1,0,0,0,0,0,0,0,1,15,0,0,0,0,0
351,縣立林榮國小,23.8023141,121.4521347,花蓮縣鳳林鎮林榮國民小學,國小,花蓮縣,公立,是,是,[975]花蓮縣鳳林鎮林榮里永安街2號,6,22,12,太魯閣族,10,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
352,秀林國小,24.1181219,121.6247748,花蓮縣秀林鄉秀林國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉秀林村秀林路76號,6,79,78,太魯閣族,66,0,6,5,0,1,0,0,0,0,0,0,0,66,0,0,0,0,0
353,富世國小,24.147461,121.629103,花蓮縣秀林鄉富世國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉富世村127號,6,68,68,太魯閣族,64,0,2,2,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0
354,縣立崇德國小,24.149809,121.645914,花蓮縣秀林鄉崇德國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉崇德村72號,6,69,69,太魯閣族,69,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0
355,和平國小,24.3080115,121.7486858,花蓮縣秀林鄉和平國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉和平村112號,6,86,72,太魯閣族,63,0,3,6,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0
356,景美國小,24.0828943,121.6065339,花蓮縣秀林鄉景美國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉景美村加灣112號,6,50,50,太魯閣族,50,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
357,三棧國小,24.1027007,121.6061907,花蓮縣秀林鄉三棧國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉景美村三棧102號,6,31,30,太魯閣族,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
358,佳民國小,24.053999,121.59939,花蓮縣秀林鄉佳民國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉佳民村119號,6,44,44,太魯閣族,39,0,2,2,0,1,0,0,0,0,0,0,0,39,0,0,0,0,0
359,銅門國小,23.964613,121.493889,花蓮縣秀林鄉銅門國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉銅門村69號,6,61,58,太魯閣族,44,0,4,7,0,1,0,0,0,0,0,0,0,44,0,2,0,0,0
360,水源國小,23.964613,121.493889,花蓮縣秀林鄉水源國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉水源村111號,6,89,89,太魯閣族,80,0,5,3,0,0,0,1,0,0,0,0,0,80,0,0,0,0,0
361,銅蘭國小,23.9476011,121.5067262,花蓮縣秀林鄉銅蘭國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉文蘭村70號,6,47,44,太魯閣族,35,0,2,3,1,3,0,0,0,0,0,0,0,35,0,0,0,0,0
362,文蘭國小,23.9216222,121.5013667,花蓮縣秀林鄉文蘭國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉文蘭村米亞丸1號,6,58,47,太魯閣族/阿美族,28,16,16,2,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0
363,萬榮國小,23.7155611,121.4107129,花蓮縣萬榮太魯閣民族教育小學,國小,花蓮縣,公立,是,是,[979]花蓮縣萬榮鄉萬榮村2鄰31號,6,54,52,太魯閣族,51,0,1,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0
364,明利國小,23.7054631,121.4132132,花蓮縣萬榮鄉明利國民小學,國小,花蓮縣,公立,是,是,[979]花蓮縣萬榮鄉明利村35號,6,46,46,太魯閣族,46,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
365,見晴國小,23.783286,121.4519549,花蓮縣萬榮鄉見晴國民小學,國小,花蓮縣,公立,是,是,[979]花蓮縣萬榮鄉見晴村89號,6,44,43,太魯閣族,37,0,2,0,0,1,2,0,0,0,0,0,0,37,0,0,0,0,1
366,縣立西林國小,23.8112105,121.4405298,花蓮縣萬榮鄉西林國民小學,國小,花蓮縣,公立,是,是,[979]花蓮縣萬榮鄉西林村8鄰114號,6,74,73,太魯閣族,69,0,1,0,2,0,1,0,0,0,0,0,0,69,0,0,0,0,0
367,紅葉國小,23.4944354,121.3457643,花蓮縣萬榮鄉紅葉國民小學,國小,花蓮縣,公立,是,是,[979]花蓮縣萬榮鄉紅葉村1鄰4號,6,52,52,太魯閣族,46,0,1,0,0,5,0,0,0,0,0,0,0,46,0,0,0,0,0
368,縣立立山國小,23.4304438,121.3207428,花蓮縣卓溪鄉立山國民小學,國小,花蓮縣,公立,是,是,[982]花蓮縣卓溪鄉立山村9鄰90號,6,44,43,太魯閣族/賽德克族,20,18,0,0,0,5,0,0,0,0,0,0,0,20,0,18,0,0,0
369,西寶國小,24.2065159,121.4824892,花蓮縣秀林鄉西寶國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉富世村西寶11號,6,38,20,太魯閣族,13,0,4,0,1,2,0,0,0,0,0,0,0,13,0,0,0,0,0
370,縣立秀林國中,24.126051,121.6530032,花蓮縣立秀林國民中學,國中,花蓮縣,公立,是,是,[971]花蓮縣新城鄉新城村中山路56號,11,242,222,太魯閣族,193,0,22,7,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0
371,縣立新城國中,24.0309653,121.6048343,花蓮縣立新城國民中學,國中,花蓮縣,公立,是,是,[971]花蓮縣新城鄉北埔村北埔路143號,13,306,207,太魯閣族/阿美族,111,82,82,6,1,3,0,0,0,0,0,0,1,111,3,0,0,0,0
372,縣立吉安國中,23.9831445,121.5613236,花蓮縣立吉安國民中學,國中,花蓮縣,公立,是,是,[973]花蓮縣吉安鄉中山路三段662號,14,321,194,太魯閣族,118,0,52,11,2,7,1,0,0,0,0,0,0,118,3,0,0,0,0
373,縣立平和國中,23.8851069,121.5184199,花蓮縣立平和國民中學,國中,花蓮縣,公立,是,是,[974]花蓮縣壽豐鄉平和村平和路48號,6,85,63,太魯閣族/阿美族,32,30,30,0,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0
374,縣立鳳林國中,23.7444815,121.4489814,花蓮縣立鳳林國民中學,國中,花蓮縣,公立,是,是,[975]花蓮縣鳳林鎮光復路8號,13,269,129,太魯閣族/阿美族,74,49,49,4,0,1,1,0,0,0,0,0,0,74,0,0,0,0,0
375,縣立萬榮國中,23.7078449,121.4189242,花蓮縣立萬榮國民中學,國中,花蓮縣,公立,是,是,[975]花蓮縣鳳林鎮長橋路1號,4,55,52,太魯閣族,46,0,1,2,2,1,0,0,0,0,0,0,0,46,0,0,0,0,0
376,縣立仁愛國小,24.0219305,121.1326863,南投縣仁愛鄉仁愛國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉大同村山農巷5號,6,62,50,賽德克族,36,0,0,9,0,5,0,0,0,0,0,0,0,0,0,36,0,0,0
377,合作國小,24.0859716,121.2166931,南投縣仁愛鄉合作國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉合作村平生路23號,6,34,34,賽德克族,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
378,互助國小,24.0634846,120.9684291,南投縣仁愛鄉互助國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉互助村中華路19號,6,57,56,賽德克族,48,0,2,6,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0
379,南豐國小,24.0004163,121.0793554,南投縣仁愛鄉南豐國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉南豐村楓林路3號,6,39,34,賽德克族,28,0,1,1,1,3,0,0,0,0,0,0,0,0,0,28,0,0,0
380,廬山國小,24.0347457,121.1858484,南投縣仁愛鄉廬山國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉精英村中華巷19號,6,46,46,賽德克族,40,0,0,5,0,1,0,0,0,0,0,0,0,0,0,40,0,0,0
381,都達國小,24.0594756,121.1919766,南投縣仁愛鄉都達國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉都達村法觀路17號,6,39,39,賽德克族,31,0,0,3,0,3,0,0,0,0,0,0,0,2,0,31,0,0,0
382,春陽國小,24.0594756,121.1919766,南投縣仁愛鄉春陽國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉春陽村永樂巷58號,6,63,63,賽德克族,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0
383,縣立清境國小,24.0435119,121.1581053,南投縣仁愛鄉清境國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉定遠新村24號,6,44,18,賽德克族,12,0,0,0,1,3,0,0,0,0,0,2,0,0,0,12,0,0,0
384,縣立北梅國中,24.0572269,120.9116462,南投縣立北梅國民中學,國中,南投縣,公立,否,是,[544]南投縣國姓鄉北港村國姓路62號,3,58,32,賽德克族,28,0,1,2,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0
385,縣立仁愛國中,24.0311371,121.14262,南投縣立仁愛國民中學,國中,南投縣,公立,是,是,[546]南投縣仁愛鄉大同村信義巷28號,8,163,145,賽德克族,82,0,0,29,4,29,0,0,0,0,0,0,0,1,0,82,0,0,0
